	BG0602	BG0702	BG0716	BG0728	BP0701	BP0719	CK0702	CK0705	CK0713	CK0717	LM0708	LM0709	LM0710	LM0711	LM0716	MK0710	MK0713	MK0718	MK0727	MK0729	PL0703	PL0708	PL0710	PU0601	PU0612	PU0614	PU0733	PU0754	PU0756	PU0791	TK0601	TK0702	TK0704	TK0705	TK0711	TK0712	TK0713	UL0708	UL0718	UL0720	PU0725B	PU0737B	AN0716	AS0701b	AS0702	BG0710A	BG0715	BG0727	BG0736	BP0717	BT0701	CK0707	CK0708A	LM0705	MK0721	MK0725	PL0702A	PU0718A	PU0723A	PU0724	PU0726	PU0740A	TK0706	UL0722
Fagus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Nothofagus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Quercus	180	24	0	140	863	422	147	39	6	57	0	65	120	56	821	118	0	156	0	137	24	761	94	0	0	0	0	0	0	0	301	86	0	23	6	124	0	0	33	0	0	0	0	0	0	0	0	70	56	1240	0	103	378	0	15880	6044	17	0	0	0	0	0	0	0
Garrya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asclepias	0	0	0	0	0	0	0	0	0	0	0	79	0	37	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calotropis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eustoma	95	0	0	7	6	47	51	8	0	0	0	28	0	16	9	0	0	0	10	19	0	199	7	0	6	0	0	99	0	0	112	37	0	0	27	20	8	8	0	0	7	0	51	0	0	0	0	0	0	10	0	0	0	0	7	0	0	9	0	0	0	0	0	0
Exochaenium	0	0	0	0	0	0	0	9	0	0	0	13	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luculia	0	0	0	0	11	0	0	0	0	0	0	13	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	259	0	0	0	0	0	14	0	0	0	0	0	0	0	151	0	10	0	0	0	0	0	0	0	0	0	0	0	0	30	0
Neolamarckia	0	0	0	8	15	104	0	0	0	0	0	51	0	30	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	13	33	0	0	0	0	0	0	0	0	0	12612	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ophiorrhiza	0	0	0	0	6	0	0	0	0	0	0	16	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	153	0	8	0	0	0	7	0	0	0	0	0	0	0	131	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pentas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychotria	0	0	0	0	0	6	6	0	0	0	0	12	0	0	27	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	180	134	0	14	0	0	0	0	0	0	0	0	0	0	0	44	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pycnosphaera	0	0	0	0	0	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhazya	0	0	0	12	0	16	0	70	0	0	0	25	18	235	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	34	0	0	7	0	0	0	0	0	0	0	0	0	0	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rogiera	0	0	0	0	32	8	0	0	0	0	0	42	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	246	0	7	0	0	0	13	0	0	0	0	0	0	0	440	0	63	0	0	0	0	0	0	0	0	0	0	0	0	8	0
Schinziella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
Schultesia	0	0	0	0	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spigelia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Voyria	0	0	0	0	0	0	0	0	0	0	0	16	0	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	103	0	0	0	0	0	0	0	14	0	0	733	0	0	0	0	74	0	0	0	0	0	0	0	0	0
Voyriella	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	135	0	0	7	0	0	0	0	0	0	0	0
Geranium	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
Perrottetia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0
Tapiscia	78	18	0	63	331	667	430	202	12	58	23	35	13	75	45	6	0	534	20	0	0	1107	23	0	0	11	0	7	0	0	0	28	14	44	12	99	8	0	25	21	0	0	0	9	0	6	0	9	38	119	0	85	8	0	39	2046	75	0	0	0	0	0	64	0
Nothapodytes	0	0	0	0	0	11	0	0	0	0	0	41	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Andrographis	17	0	0	0	141	0	32	91	0	0	0	0	6	0	0	0	17	76	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	20	36	8	0	0	10	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	46	0	0	0	0	0
Avicennia	0	0	0	0	39	12	520	50	0	48	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	6	0	0	0	0	0	0	0	0	364	0	0	233	0	32	0	1845	75	0	19	10	0	0	0	0	0	0	0	0
Calceolaria	0	15	0	37	51	7	52	110	172	42	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	7	0	60	0	0	0	0	0	0	0	0	0	0	0	10	197	0	0	0	105	0	468	0	0	0	0	0	0	0	8	0
Conopholis	0	171	0	132	82	52	32	67	11	97	10	147	54	13	76	0	0	0	0	35	0	78	24	0	0	0	10	7	16	0	162	80	21	0	94	206	10	0	33	18	0	0	0	390	0	0	0	27	77	13	0	8	75	0	511	24	961	12	7	0	12	0	8	10
Dorcoceras	0	0	0	0	0	0	0	0	0	0	2290	19	4672	101	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0
Erythranthe	0	39	0	95	18	8	8	6	0	6	0	22	81	204	354	60	0	0	0	14	0	0	0	0	0	0	0	0	0	0	253	21	15	42	31	122	0	0	14	0	0	0	0	47	19	10	0	9	66	40	0	16	6	0	126	20	87	0	0	0	0	0	0	6
Fraxinus	0	8	0	10	98	26	0	129	0	15	0	54	0	0	133	52	0	0	0	10	0	0	0	0	0	0	0	0	0	0	486	0	21	0	69	25	77	0	0	0	0	0	0	0	0	0	0	6	23	6	0	0	88	0	793	12	102	0	0	0	0	0	0	0
Hesperelaea	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lindernia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mazus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	17	0	0	10	0	0	0	0	0	0	0	0	0	0	11	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
Melampyrum	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Monarda	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nepeta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	6	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Olea	44	0	0	12	527	54	0	0	0	0	0	15	0	14	7	0	0	28	117	123	0	0	6	0	0	0	0	0	0	0	9	0	0	19	0	14	0	0	15	0	0	0	0	0	0	0	0	138	0	26	0	0	8	0	53	0	0	0	0	0	0	0	0	0
Paulownia	0	24421	733	27171	74	751	105	19	0	77	46	5495	28551	1265	11331	248	0	0	0	11	0	141	9	0	0	0	0	41	25	0	98	12761	6278	325	1122	58271	6915	367	9579	34	0	0	0	317	0	4860	172	5094	31981	1966	0	86	0	12	622	0	1129	0	0	0	0	0	439	0
Perilla	3681	0	7110	20717	15	0	18686	172	521	1294	21338	2535	19019	2154	5150	0	362	413	1316	9383	1481	23846	17387	134	346	355	4669	8828	12626	6230	155	12156	731	687	341	3552	1325	446	13179	9043	87	945	0	277522	6682	0	1451	4196	0	93	2671	3416	0	0	55797	0	367338	4976	8150	3060	970	2065	469	3090
Phryma	0	0	0	11	195	10	1074	0	0	420	0	11	0	0	20	0	6	0	10	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	32	84	0	0	1096	0	0	7	0	0	0	0	0	0	0	0	0
Phtheirospermum	0	0	0	0	0	20	18	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	13	169	18	0	20	0	0	0	0	0	11	0	0	0	0	0	10	0	0	11	0	0	0	324	0	0	0	0	0	0	0
Pogostemon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	13	0	0	0	0	0	0	44	0	6	0	0	0	0	0
Rehmannia	0	68	0	65	13	13	11	0	0	0	0	55	197	13	180	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	15	22	70	8	25	271	56	9	36	15	0	0	0	0	0	9	0	8	63	44	0	9	0	16	9	0	0	0	0	0	0	0	8	0
Salvia	0	0	283	0	0	0	4712	0	0	101	0	0	14	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	193	0	21574	22494	74	0	0	0	0	0	0	0	0	578	0	0	0	6901	0	0	0	17159	0	0	0	0	0	0	0	0	0	71	594	0
Schizonepeta	13	0	34	55	0	336	1262	61	3121	673	12	27	31	28	18	0	216	79	645	19	0	27	16	0	16	0	20	10	16	16	223	16	6	16	4070	52	800	0	93	75	0	0	123	1199	40	0	0	2974	8	7130	26	362	0	0	251	0	621	34	96	0	0	0	8	0
Schlegelia	0	13	0	20	0	17	0	0	0	0	21	23	21	79	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	8	26	28	527	18	9	16	64	0	0	0	0	96	0	0	0	0	14	7	0	0	0	0	0	0	1236	0	0	0	0	0	0	6
Scrophularia	0	30	51	0	51	477	143	3237	10	92	183	0	91	0	0	27	14	6	26	0	0	824	15	0	0	0	0	286	80	0	41	41	95	90	157	185	372	0	128	123	0	0	0	0	0	0	0	11	177	0	0	167	104	0	21	38	101	0	0	6	0	0	48	0
Sesamum	0	97	0	166	126	140	38	44	0	69	0	172	417	135	506	0	12	0	16	21	0	0	0	0	0	0	0	14	0	0	77	55	209	45	207	722	478	15	90	66	0	0	0	82	0	35	0	40	192	138	0	24	0	29	33	0	18	0	0	0	0	0	7	0
Tectona	0	0	0	6	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0
Teucrium	8	0	20	100	0	0	59	0	0	0	52	0	80	6	18	0	0	0	18	12	0	57	64	0	0	0	19	13	59	16	20	75	27	12	108	21	82	0	71	41	0	0	0	1320	15	0	9	17	0	9	14	24	0	0	524	0	1547	14	15	8	0	82	0	12
Torenia	0	0	0	0	0	0	0	31	0	0	0	23	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Utricularia	0	2234	56	110	409	78	16	72	37	12	0	8	46	0	13	0	0	0	17	12	0	0	0	0	0	0	0	0	0	0	21	9	31	0	73	54	11	7	81	0	11	0	0	0	0	661	0	21	1466	229	0	0	94	0	510	0	0	0	0	0	0	0	23	0
Beilschmiedia	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cassytha	16	16	0	0	15	42	47	91	0	33	0	142	0	31	6	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	42	7	10	38	11	141	0	0	0	0	0	0	0	10	0	0	0	0	120	9	0	8	0	6	14	0	0	0	0	0	0	0	12	0
Cinnamomum	0	0	0	24	0	0	0	10994	0	0	17	47	33	260	74	27	16	40394	14	9	0	0	121	0	0	0	0	0	0	0	0	0	0	6	0	0	0	230	249	642	0	0	0	0	0	0	0	0	36	0	0	0	95	0	0	0	0	0	0	0	10	0	0	0
Cryptocarya	478	0	0	156	469	0	0	399	166	0	11	29	12	18504	13	10	357	1008	845	9	0	30	0	0	214	921	10	0	0	215	17	15	30	287	42	185	6	41	132	435	0	0	178	37	117	35	0	2654	9465	155	0	44	208	0	43	13	12	155	35	0	0	0	48	0
Doryphora	99	28	0	0	9	0	10	0	0	0	0	245	0	59	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	14	0	6	8	0	0	0	0	0	0	0	0	13	9	0	0	16	129	33	0	10	0	13	0	17	0	0	0	0	0	0	0	0
Hedycarya	0	0	0	0	10	0	11	44	0	0	0	6	0	7	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	414	30	8	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
Hortonia	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmeria	26	0	0	0	0	0	0	0	0	43	0	67	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	37	11	0	27	0	7	0	0	0	0	0	0	0	0	0	0
Persea	66	12	0	0	0	0	0	0	0	0	0	114	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	9	0	0	0	6	37	17	0	57	0	0	0	0	0	0	0	0	0	0	0	0
Calochortus	0	0	0	42	76	0	19	60	0	0	40	48	0	45	30	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	25	16	0	0	34	239	0	0	0	0	0	0	20	244	0	12	0	0	28	0	0	0	0	0	0	0	0	0	0	0
Campynema	0	0	0	13	64	94	14	125	0	12	0	0	0	0	150	17	0	12	0	7	0	134	8	0	0	0	0	0	0	0	49	0	0	13	9	13	0	0	7	0	0	0	0	0	0	0	0	0	8	17	0	7	28	0	224	67	0	0	0	0	0	0	6	0
Colchicum	20	30	0	114	38745	28	13	135	0	0	0	138	0	139	72	0	895	1077	566	137	0	0	0	0	92	0	0	0	0	2871	140	0	8	41395	1723	47	0	0	224	208	0	0	67	0	0	0	18	66	0	63	0	0	181	0	0	0	0	13	0	0	0	0	188	0
Corsia	0	0	0	0	0	0	0	20	0	0	8	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gloriosa	0	0	0	28	0	0	0	0	0	0	0	98	0	76	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	0	0	10	69	0	0	0	0	0	0	20	6	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lilium	0	0	99	500	7	241	0	36	0	0	0	0	0	14	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	27	0	0	21	0	0	40	368	460	0	0	0	0	0	0	0	161	0	3428	0	0	25	0	0	0	0	0	0	0	0	0	0	88
Petermannia	13	0	0	32	29	0	55	99	0	0	0	0	0	17	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	0	19	7	271	0	0	0	0	0	0	0	223	0	9	0	0	40	0	0	0	0	0	0	0	0	0	0	0
Rhipogonum	31	9	0	0	6	7	68	138	0	24	0	17	0	13	0	0	9	137	403	0	0	0	0	0	0	0	11	0	0	0	28	0	0	36	0	0	0	0	0	0	0	0	0	112	0	0	0	6	18	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trillium	65	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	358	0	0	105	0	0	0	0	0	0	0	0	0	0	0
Horsfieldia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Knema	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myristica	0	0	0	0	407	0	0	9	0	0	0	0	0	11	15	0	0	24	291	0	0	0	0	0	0	0	0	0	0	63	0	0	0	415	0	0	0	0	0	0	16	0	0	13	0	0	0	238	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bhesa	38	9	0	10	0	0	0	0	0	0	0	90	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	15	7	0	0	0	0	0	0	0	0	7	0	0	0	0	45	10	0	13	0	0	0	0	0	0	0	0	0	0	0	0
Calophyllum	37565	6012	1272	1115	65	179	3792	1450	0	3668	16	79225	15	15905	285	23	105	789	82	38	91	1788	0	12	0	12	0	0	654	0	53	2405	509	1494	4931	499	240	782	59	85	0	0	0	5261	1027	150	0	5290	27125	10506	11	4543	148	3975	0	111	37	0	60	0	0	304	72	386
Carallia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endospermum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Euphorbia	0	0	0	0	0	13	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	12	0	22	12	0	0	0	0	0	0	0	0
Flacourtia	35	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	54	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
Hevea	251	49	6	10	0	0	190	53	0	15	0	1155	0	203	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	18	21	20	37	6	0	10	0	0	0	0	0	44	14	0	0	75	241	149	0	93	8	104	0	12	0	0	0	0	0	0	0	0
Humiria	38	0	0	0	0	0	0	0	0	0	0	149	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	50	15	0	9	7	7	0	0	0	0	0	0	0	50	0	0
Hypericum	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ixonanthes	0	0	0	0	0	0	36	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jatropha	6	0	0	0	0	0	38	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Linum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parinari	0	0	0	0	0	0	0	0	93	0	0	31	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plukenetia	631	19	39	179	167	103	33	0	11	18	0	0	0	0	31	0	0	37	0	0	0	107	39	0	0	10	0	0	0	0	0	111	0	10	0	0	0	0	0	0	0	0	6	0	0	97	0	0	82	115	0	35	0	0	0	598	0	0	0	0	0	0	0	0
Populus	609	164	30	121	860	557	366	69	125	232	0	640	13	245	99	0	0	126	0	0	26	1248	111	6	0	6	34	0	29	0	6	114	7	58	61	247	0	75	92	0	0	0	0	82	21	19	0	63	416	781	0	271	20	135	14	8065	198	7	0	0	0	0	11	7
Quiina	7	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ricinus	98	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Rinorea	0	0	0	0	0	0	0	0	0	0	0	14	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Tristellateia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viola	14	0	0	0	0	0	0	0	0	0	0	22	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anisoptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquilaria	42	0	0	6	331	7	21	0	0	10	8	0	0	0	8	0	0	444	645	67	0	0	0	0	0	0	0	0	0	0	10	0	0	0	6	7	0	0	0	0	0	0	0	6	0	0	0	18	0	7	0	16	0	0	0	10	6	0	0	0	6	0	0	0
Callirhoe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gossypium	1120	652	64	1255	9264	3398	976	7689	847	3345	669	2423	1548	1725	7961	723	61	1085	21	4585	85	4499	342	23	0	55	49	81	0	18	5493	323	537	1749	744	4548	624	289	881	626	371	0	0	797	110	74	7	6065	1854	10024	0	700	11909	40	42142	16766	702	0	29	0	0	0	1364	137
Grewia	0	0	0	9	38	0	0	48	6	15	0	0	7	0	0	0	0	37	0	0	0	6	0	0	0	0	0	0	0	0	0	0	25	33	22	31	16	0	7	0	0	0	0	0	0	0	0	0	13	15	0	0	54	0	213	0	0	0	0	0	0	0	0	0
